subject,gender,heights,arm_lengths,crotch_heights,chest_circumferences,hip_circumferences,waist_circumferences
csr0001a.ply,0,1.509187751370802,1.8339203456497366,0.7428239785184388,3.1904411772885823,3.2856242748967026,3.717302791219069
csr0002a.ply,0,1.0389718206600194,1.0950402000182795,0.796602374676685,1.2253828222246446,0.48374058272856935,1.0656149169483125
csr0007a.ply,0,0.3336479245938446,-0.16540240135302978,-0.5299313972267209,1.3139715185594942,0.015286842397619578,0.5602018234188993
csr0008a.ply,0,1.0389718206600194,0.6821365892242299,1.1551250157316597,-0.07123355140360953,-0.27639190158202837,0.32480394424081654
csr0009a.ply,0,0.568755889949237,0.8342589721483534,0.36637520541071555,0.444191590908243,-0.03774565650777096,0.5948191585921468
csr0010a.ply,0,1.0389718206600194,0.7907954341700324,0.5994149220964491,0.7663323048531508,0.4307080838231788,0.9409925103246216
csr0012a.ply,0,-0.019014023439241717,-0.5348424741687584,-0.780897245965203,0.35560289457339334,-0.12613315468342187,0.331727411275466
csr0013a.ply,0,-0.13656800611693787,0.07364705752773576,0.2946706771997207,-0.7799431220824068,-1.0453631357101911,-0.5337059680557209
csr0014a.ply,1,-1.3121078328938953,-1.7083579995834255,-0.9601585664926904,-0.7155149792934252,0.14786808966109594,-0.7829507813031027
csr0015a.ply,1,-1.3121078328938953,-1.5996991546376231,-1.0856414908619314,-1.0054416218438422,-0.7978781408183687,-1.122200666000928
csr0016a.ply,0,1.2740797860154118,0.9646495860833164,1.728761241419619,-0.35310667610540386,-1.1867831327912326,-0.5475529021250198
csr0017a.ply,1,-1.3121078328938953,-1.0564049299086105,-1.569647056286147,1.7327544466878744,2.2780067956942824,0.9132986421860236
csr0024a.ply,0,0.3336479245938446,0.48655066832178534,0.2946706771997207,0.73411823345866,0.015286842397619578,0.6571303619039923
csr0025a.ply,0,1.2740797860154118,0.7690636651808719,0.3843013374634643,1.4025602148943437,0.30696558637726756,1.0863853180522611
csr0026a.ply,0,0.09853995923845443,-0.44791539821211634,-0.09970422796075137,0.363656412422016,-0.338263150304984,-0.021369407491658228
csr0027a.ply,0,-0.13656800611693787,-0.6435013191145609,0.22296614898872574,0.009301627082617432,-0.833233140088629,-0.014445940457008734
